Code,Name,Year,Month,Day,Rate 1 (For USD),Rate 2 (For SOM)
EU        ,EURO                          ,2021,12,1,0.8825,0.010408214
CND       ,CANADIAN DOLLAR               ,2021,12,1,1.2777,0.015069207
CND       ,Canadian Dollars              ,2021,12,1,1.2777,0.015069207
SOM       ,KYRGYZ SOM                    ,2021,12,1,84.7888,1
SOM       ,Kyrgyz Soms                   ,2021,12,1,84.7888,1
USD       ,UNITED STATES DOLLAR          ,2021,12,1,1,0.011794011
USD       ,United States Dollars         ,2021,12,1,1,0.011794011
AUD       ,Australia Dollars             ,2021,12,1,1.4034,0.016551714
CHF       ,Switzerland Francs            ,2021,12,1,0.9194,0.010843413
CHF       ,Switzerland Francs            ,2021,12,1,0.9194,0.010843413
CND       ,CANADIAN DOLLAR               ,2021,12,1,1.2777,0.015069207
CND       ,Canadian Dollars              ,2021,12,1,1.2777,0.015069207
EU        ,EURO                          ,2021,12,1,0.8825,0.010408214
GBP       ,BRITISH POUND                 ,2021,12,1,0.752,0.008869096
KZT       ,KAZAKHSTAN TENGE              ,2021,12,1,440.17,5.191369615
RR        ,RUSSIAN RUBLES                ,2021,12,1,74.075,0.87364133
SOM       ,KYRGYZ SOM                    ,2021,12,1,84.7888,1
SOM       ,Kyrgyz Soms                   ,2021,12,1,84.7888,1
USD       ,UNITED STATES DOLLAR          ,2021,12,1,1,0.011794011
USD       ,United States Dollars         ,2021,12,1,1,0.011794011
AUD       ,Australia Dollars             ,2021,12,1,1.4034,0.016551714
KZT       ,KAZAKHSTAN TENGE              ,2021,12,1,440.17,5.191369615
SOM       ,KYRGYZ SOM                    ,2021,11,30,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,11,30,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,11,30,1,0.011792453
USD       ,United States Dollars         ,2021,11,30,1,0.011792453
AUD       ,Australia Dollars             ,2021,11,30,1.3995,0.016503538
CHF       ,Switzerland Francs            ,2021,11,30,0.923,0.010884434
AUD       ,Australia Dollars             ,2021,11,30,1.3995,0.016503538
CND       ,CANADIAN DOLLAR               ,2021,11,30,1.2738,0.015021226
CND       ,Canadian Dollars              ,2021,11,30,1.2738,0.015021226
CHF       ,Switzerland Francs            ,2021,11,30,0.923,0.010884434
EU        ,EURO                          ,2021,11,30,0.8855,0.010442217
CND       ,CANADIAN DOLLAR               ,2021,11,30,1.2738,0.015021226
CND       ,Canadian Dollars              ,2021,11,30,1.2738,0.015021226
GBP       ,BRITISH POUND                 ,2021,11,30,0.751,0.008856132
EU        ,EURO                          ,2021,11,30,0.8855,0.010442217
KZT       ,KAZAKHSTAN TENGE              ,2021,11,30,437.87,5.163561321
GBP       ,BRITISH POUND                 ,2021,11,30,0.751,0.008856132
RR        ,RUSSIAN RUBLES                ,2021,11,30,74.479,0.878290094
KZT       ,KAZAKHSTAN TENGE              ,2021,11,30,437.87,5.163561321
SOM       ,KYRGYZ SOM                    ,2021,11,30,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,11,30,84.8,1
RR        ,RUSSIAN RUBLES                ,2021,11,30,74.479,0.878290094
USD       ,UNITED STATES DOLLAR          ,2021,11,30,1,0.011792453
USD       ,United States Dollars         ,2021,11,30,1,0.011792453
AUD       ,Australia Dollars             ,2021,11,29,1.4004,0.016519079
AUD       ,Australia Dollars             ,2021,11,29,1.4004,0.016519079
CHF       ,Switzerland Francs            ,2021,11,29,0.9245,0.010905376
CND       ,CANADIAN DOLLAR               ,2021,11,29,1.2728,0.015013913
CND       ,Canadian Dollars              ,2021,11,29,1.2728,0.015013913
USD       ,UNITED STATES DOLLAR          ,2021,11,29,1,0.011795972
USD       ,United States Dollars         ,2021,11,29,1,0.011795972
CHF       ,Switzerland Francs            ,2021,11,29,0.9245,0.010905376
EU        ,EURO                          ,2021,11,29,0.8856,0.010446513
CND       ,CANADIAN DOLLAR               ,2021,11,29,1.2728,0.015013913
CND       ,Canadian Dollars              ,2021,11,29,1.2728,0.015013913
GBP       ,BRITISH POUND                 ,2021,11,29,0.7496,0.008842261
EU        ,EURO                          ,2021,11,29,0.8856,0.010446513
KZT       ,KAZAKHSTAN TENGE              ,2021,11,29,436.26,5.146110809
GBP       ,BRITISH POUND                 ,2021,11,29,0.7496,0.008842261
RR        ,RUSSIAN RUBLES                ,2021,11,29,75.575,0.891480595
KZT       ,KAZAKHSTAN TENGE              ,2021,11,29,436.26,5.146110809
SOM       ,KYRGYZ SOM                    ,2021,11,29,84.7747,1
SOM       ,Kyrgyz Soms                   ,2021,11,29,84.7747,1
USD       ,UNITED STATES DOLLAR          ,2021,11,29,1,0.011795972
USD       ,United States Dollars         ,2021,11,29,1,0.011795972
SOM       ,KYRGYZ SOM                    ,2021,11,29,84.7747,1
SOM       ,Kyrgyz Soms                   ,2021,11,29,84.7747,1
RR        ,RUSSIAN RUBLES                ,2021,11,29,75.575,0.891480595
SOM       ,KYRGYZ SOM                    ,2021,11,28,84.7747,1
SOM       ,Kyrgyz Soms                   ,2021,11,28,84.7747,1
SOM       ,KYRGYZ SOM                    ,2021,11,28,84.7747,1
SOM       ,Kyrgyz Soms                   ,2021,11,28,84.7747,1
USD       ,UNITED STATES DOLLAR          ,2021,11,28,1,0.011795972
USD       ,United States Dollars         ,2021,11,28,1,0.011795972
EU        ,EURO                          ,2021,11,28,0.8835,0.010421741
KZT       ,KAZAKHSTAN TENGE              ,2021,11,28,436.28,5.146346728
GBP       ,BRITISH POUND                 ,2021,11,28,0.7493,0.008838722
RR        ,RUSSIAN RUBLES                ,2021,11,28,75.553,0.891221084
CHF       ,Switzerland Francs            ,2021,11,28,0.9232,0.010890041
EU        ,EURO                          ,2021,11,28,0.8835,0.010421741
CND       ,CANADIAN DOLLAR               ,2021,11,28,1.2795,0.015092946
CND       ,Canadian Dollars              ,2021,11,28,1.2795,0.015092946
GBP       ,BRITISH POUND                 ,2021,11,28,0.7493,0.008838722
AUD       ,Australia Dollars             ,2021,11,28,1.4039,0.016560365
CND       ,CANADIAN DOLLAR               ,2021,11,28,1.2795,0.015092946
CND       ,Canadian Dollars              ,2021,11,28,1.2795,0.015092946
USD       ,UNITED STATES DOLLAR          ,2021,11,28,1,0.011795972
USD       ,United States Dollars         ,2021,11,28,1,0.011795972
AUD       ,Australia Dollars             ,2021,11,28,1.4039,0.016560365
CHF       ,Switzerland Francs            ,2021,11,28,0.9232,0.010890041
KZT       ,KAZAKHSTAN TENGE              ,2021,11,28,436.28,5.146346728
RR        ,RUSSIAN RUBLES                ,2021,11,28,75.553,0.891221084
CND       ,CANADIAN DOLLAR               ,2021,11,27,1.2796,0.015094126
CND       ,Canadian Dollars              ,2021,11,27,1.2796,0.015094126
GBP       ,BRITISH POUND                 ,2021,11,27,0.7495,0.008841081
CHF       ,Switzerland Francs            ,2021,11,27,0.9232,0.010890041
CHF       ,Switzerland Francs            ,2021,11,27,0.9232,0.010890041
CND       ,CANADIAN DOLLAR               ,2021,11,27,1.2796,0.015094126
CND       ,Canadian Dollars              ,2021,11,27,1.2796,0.015094126
EU        ,EURO                          ,2021,11,27,0.8835,0.010421741
EU        ,EURO                          ,2021,11,27,0.8835,0.010421741
KZT       ,KAZAKHSTAN TENGE              ,2021,11,27,436.31,5.146700608
GBP       ,BRITISH POUND                 ,2021,11,27,0.7495,0.008841081
RR        ,RUSSIAN RUBLES                ,2021,11,27,75.558,0.891280064
USD       ,UNITED STATES DOLLAR          ,2021,11,27,1,0.011795972
USD       ,United States Dollars         ,2021,11,27,1,0.011795972
KZT       ,KAZAKHSTAN TENGE              ,2021,11,27,436.31,5.146700608
SOM       ,KYRGYZ SOM                    ,2021,11,27,84.7747,1
SOM       ,Kyrgyz Soms                   ,2021,11,27,84.7747,1
SOM       ,KYRGYZ SOM                    ,2021,11,27,84.7747,1
SOM       ,Kyrgyz Soms                   ,2021,11,27,84.7747,1
RR        ,RUSSIAN RUBLES                ,2021,11,27,75.558,0.891280064
USD       ,UNITED STATES DOLLAR          ,2021,11,27,1,0.011795972
USD       ,United States Dollars         ,2021,11,27,1,0.011795972
AUD       ,Australia Dollars             ,2021,11,26,1.404,0.016557717
AUD       ,Australia Dollars             ,2021,11,26,1.404,0.016557717
CHF       ,Switzerland Francs            ,2021,11,26,0.9353,0.011030223
CND       ,CANADIAN DOLLAR               ,2021,11,26,1.2664,0.014934966
CND       ,Canadian Dollars              ,2021,11,26,1.2664,0.014934966
EU        ,EURO                          ,2021,11,26,0.8921,0.010520754
GBP       ,BRITISH POUND                 ,2021,11,26,0.75115,0.008858496
KZT       ,KAZAKHSTAN TENGE              ,2021,11,26,432.84,5.104588398
RR        ,RUSSIAN RUBLES                ,2021,11,26,74.63,0.880129914
SOM       ,KYRGYZ SOM                    ,2021,11,26,84.7943,1
SOM       ,Kyrgyz Soms                   ,2021,11,26,84.7943,1
USD       ,UNITED STATES DOLLAR          ,2021,11,26,1,0.011793246
USD       ,United States Dollars         ,2021,11,26,1,0.011793246
CHF       ,Switzerland Francs            ,2021,11,26,0.9353,0.011030223
EU        ,EURO                          ,2021,11,26,0.8921,0.010520754
CND       ,CANADIAN DOLLAR               ,2021,11,26,1.2664,0.014934966
CND       ,Canadian Dollars              ,2021,11,26,1.2664,0.014934966
SOM       ,KYRGYZ SOM                    ,2021,11,26,84.7943,1
SOM       ,Kyrgyz Soms                   ,2021,11,26,84.7943,1
USD       ,UNITED STATES DOLLAR          ,2021,11,26,1,0.011793246
USD       ,United States Dollars         ,2021,11,26,1,0.011793246
GBP       ,BRITISH POUND                 ,2021,11,26,0.75115,0.008858496
KZT       ,KAZAKHSTAN TENGE              ,2021,11,26,432.84,5.104588398
RR        ,RUSSIAN RUBLES                ,2021,11,26,74.63,0.880129914
RR        ,RUSSIAN RUBLES                ,2021,11,25,74.97,0.884080189
USD       ,UNITED STATES DOLLAR          ,2021,11,25,1,0.011792453
USD       ,United States Dollars         ,2021,11,25,1,0.011792453
SOM       ,KYRGYZ SOM                    ,2021,11,25,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,11,25,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,11,25,1,0.011792453
USD       ,United States Dollars         ,2021,11,25,1,0.011792453
AUD       ,Australia Dollars             ,2021,11,25,1.3887,0.016376179
CHF       ,Switzerland Francs            ,2021,11,25,0.9341,0.01101533
AUD       ,Australia Dollars             ,2021,11,25,1.3887,0.016376179
CND       ,CANADIAN DOLLAR               ,2021,11,25,1.2662,0.014931604
CND       ,Canadian Dollars              ,2021,11,25,1.2662,0.014931604
CHF       ,Switzerland Francs            ,2021,11,25,0.9341,0.01101533
EU        ,EURO                          ,2021,11,25,0.8926,0.010525943
EU        ,EURO                          ,2021,11,25,0.8926,0.010525943
KZT       ,KAZAKHSTAN TENGE              ,2021,11,25,433.24,5.108962264
CND       ,CANADIAN DOLLAR               ,2021,11,25,1.2662,0.014931604
CND       ,Canadian Dollars              ,2021,11,25,1.2662,0.014931604
GBP       ,BRITISH POUND                 ,2021,11,25,0.7502,0.008846698
GBP       ,BRITISH POUND                 ,2021,11,25,0.7502,0.008846698
RR        ,RUSSIAN RUBLES                ,2021,11,25,74.97,0.884080189
KZT       ,KAZAKHSTAN TENGE              ,2021,11,25,433.24,5.108962264
SOM       ,KYRGYZ SOM                    ,2021,11,25,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,11,25,84.8,1
RR        ,RUSSIAN RUBLES                ,2021,11,24,74.3,0.876179245
SOM       ,KYRGYZ SOM                    ,2021,11,24,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,11,24,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,11,24,1,0.011792453
USD       ,United States Dollars         ,2021,11,24,1,0.011792453
AUD       ,Australia Dollars             ,2021,11,24,1.3848,0.016330189
CHF       ,Switzerland Francs            ,2021,11,24,0.9335,0.011008255
CND       ,CANADIAN DOLLAR               ,2021,11,24,1.2677,0.014949292
CND       ,Canadian Dollars              ,2021,11,24,1.2677,0.014949292
KZT       ,KAZAKHSTAN TENGE              ,2021,11,24,433.88,5.116509434
AUD       ,Australia Dollars             ,2021,11,24,1.3848,0.016330189
EU        ,EURO                          ,2021,11,24,0.8894,0.010488208
CHF       ,Switzerland Francs            ,2021,11,24,0.9335,0.011008255
CND       ,CANADIAN DOLLAR               ,2021,11,24,1.2677,0.014949292
CND       ,Canadian Dollars              ,2021,11,24,1.2677,0.014949292
EU        ,EURO                          ,2021,11,24,0.8894,0.010488208
GBP       ,BRITISH POUND                 ,2021,11,24,0.7477,0.008817217
GBP       ,BRITISH POUND                 ,2021,11,24,0.7477,0.008817217
KZT       ,KAZAKHSTAN TENGE              ,2021,11,24,433.88,5.116509434
RR        ,RUSSIAN RUBLES                ,2021,11,24,74.3,0.876179245
SOM       ,KYRGYZ SOM                    ,2021,11,24,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,11,24,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,11,24,1,0.011792453
USD       ,United States Dollars         ,2021,11,24,1,0.011792453
GBP       ,BRITISH POUND                 ,2021,11,23,0.7464,0.008803122
RR        ,RUSSIAN RUBLES                ,2021,11,23,75.006,0.884628857
EU        ,EURO                          ,2021,11,23,0.8896,0.010492038
RR        ,RUSSIAN RUBLES                ,2021,11,23,75.006,0.884628857
CND       ,CANADIAN DOLLAR               ,2021,11,23,1.2704,0.014983235
CND       ,Canadian Dollars              ,2021,11,23,1.2704,0.014983235
SOM       ,KYRGYZ SOM                    ,2021,11,23,84.7881,1
SOM       ,Kyrgyz Soms                   ,2021,11,23,84.7881,1
GBP       ,BRITISH POUND                 ,2021,11,23,0.7464,0.008803122
CHF       ,Switzerland Francs            ,2021,11,23,0.9327,0.011000364
KZT       ,KAZAKHSTAN TENGE              ,2021,11,23,433.88,5.117227535
KZT       ,KAZAKHSTAN TENGE              ,2021,11,23,433.88,5.117227535
CND       ,CANADIAN DOLLAR               ,2021,11,23,1.2704,0.014983235
CND       ,Canadian Dollars              ,2021,11,23,1.2704,0.014983235
AUD       ,Australia Dollars             ,2021,11,23,1.3837,0.016319507
EU        ,EURO                          ,2021,11,23,0.8896,0.010492038
USD       ,UNITED STATES DOLLAR          ,2021,11,23,1,0.011794108
USD       ,United States Dollars         ,2021,11,23,1,0.011794108
AUD       ,Australia Dollars             ,2021,11,23,1.3837,0.016319507
CHF       ,Switzerland Francs            ,2021,11,23,0.9327,0.011000364
USD       ,UNITED STATES DOLLAR          ,2021,11,23,1,0.011794108
USD       ,United States Dollars         ,2021,11,23,1,0.011794108
SOM       ,KYRGYZ SOM                    ,2021,11,23,84.7881,1
SOM       ,Kyrgyz Soms                   ,2021,11,23,84.7881,1
CHF       ,Switzerland Francs            ,2021,11,22,0.9294,0.010962439
EU        ,EURO                          ,2021,11,22,0.8869,0.010461144
CND       ,CANADIAN DOLLAR               ,2021,11,22,1.2654,0.01492562
CND       ,Canadian Dollars              ,2021,11,22,1.2654,0.01492562
AUD       ,Australia Dollars             ,2021,11,22,1.3828,0.016310374
GBP       ,BRITISH POUND                 ,2021,11,22,0.7444,0.008780331
RR        ,RUSSIAN RUBLES                ,2021,11,22,73.476,0.866662578
USD       ,UNITED STATES DOLLAR          ,2021,11,22,1,0.011795179
USD       ,United States Dollars         ,2021,11,22,1,0.011795179
KZT       ,KAZAKHSTAN TENGE              ,2021,11,22,433.2,5.109671575
AUD       ,Australia Dollars             ,2021,11,22,1.3828,0.016310374
CHF       ,Switzerland Francs            ,2021,11,22,0.9294,0.010962439
CND       ,CANADIAN DOLLAR               ,2021,11,22,1.2654,0.01492562
CND       ,Canadian Dollars              ,2021,11,22,1.2654,0.01492562
EU        ,EURO                          ,2021,11,22,0.8869,0.010461144
GBP       ,BRITISH POUND                 ,2021,11,22,0.7444,0.008780331
KZT       ,KAZAKHSTAN TENGE              ,2021,11,22,433.2,5.109671575
RR        ,RUSSIAN RUBLES                ,2021,11,22,73.476,0.866662578
SOM       ,KYRGYZ SOM                    ,2021,11,22,84.7804,1
SOM       ,Kyrgyz Soms                   ,2021,11,22,84.7804,1
USD       ,UNITED STATES DOLLAR          ,2021,11,22,1,0.011795179
USD       ,United States Dollars         ,2021,11,22,1,0.011795179
SOM       ,KYRGYZ SOM                    ,2021,11,22,84.7804,1
SOM       ,Kyrgyz Soms                   ,2021,11,22,84.7804,1
AUD       ,Australia Dollars             ,2021,11,21,1.3816,0.016296219
USD       ,UNITED STATES DOLLAR          ,2021,11,21,1,0.011795179
USD       ,United States Dollars         ,2021,11,21,1,0.011795179
SOM       ,KYRGYZ SOM                    ,2021,11,21,84.7804,1
SOM       ,Kyrgyz Soms                   ,2021,11,21,84.7804,1
SOM       ,KYRGYZ SOM                    ,2021,11,21,84.7804,1
SOM       ,Kyrgyz Soms                   ,2021,11,21,84.7804,1
USD       ,UNITED STATES DOLLAR          ,2021,11,21,1,0.011795179
USD       ,United States Dollars         ,2021,11,21,1,0.011795179
GBP       ,BRITISH POUND                 ,2021,11,21,0.7438,0.008773254
AUD       ,Australia Dollars             ,2021,11,21,1.3816,0.016296219
CHF       ,Switzerland Francs            ,2021,11,21,0.9285,0.010951824
CND       ,CANADIAN DOLLAR               ,2021,11,21,1.2644,0.014913824
CND       ,Canadian Dollars              ,2021,11,21,1.2644,0.014913824
EU        ,EURO                          ,2021,11,21,0.8865,0.010456426
GBP       ,BRITISH POUND                 ,2021,11,21,0.7438,0.008773254
KZT       ,KAZAKHSTAN TENGE              ,2021,11,21,433.24,5.110143382
RR        ,RUSSIAN RUBLES                ,2021,11,21,73.518,0.867157975
KZT       ,KAZAKHSTAN TENGE              ,2021,11,21,433.24,5.110143382
RR        ,RUSSIAN RUBLES                ,2021,11,21,73.518,0.867157975
CHF       ,Switzerland Francs            ,2021,11,21,0.9285,0.010951824
EU        ,EURO                          ,2021,11,21,0.8865,0.010456426
CND       ,CANADIAN DOLLAR               ,2021,11,21,1.2644,0.014913824
CND       ,Canadian Dollars              ,2021,11,21,1.2644,0.014913824
EU        ,EURO                          ,2021,11,20,0.8865,0.010456426
GBP       ,BRITISH POUND                 ,2021,11,20,0.7437,0.008772075
CHF       ,Switzerland Francs            ,2021,11,20,0.9286,0.010953003
CND       ,CANADIAN DOLLAR               ,2021,11,20,1.2644,0.014913824
CND       ,Canadian Dollars              ,2021,11,20,1.2644,0.014913824
KZT       ,KAZAKHSTAN TENGE              ,2021,11,20,433.24,5.110143382
AUD       ,Australia Dollars             ,2021,11,20,1.3816,0.016296219
CHF       ,Switzerland Francs            ,2021,11,20,0.9286,0.010953003
CND       ,CANADIAN DOLLAR               ,2021,11,20,1.2644,0.014913824
CND       ,Canadian Dollars              ,2021,11,20,1.2644,0.014913824
EU        ,EURO                          ,2021,11,20,0.8865,0.010456426
GBP       ,BRITISH POUND                 ,2021,11,20,0.7437,0.008772075
KZT       ,KAZAKHSTAN TENGE              ,2021,11,20,433.24,5.110143382
SOM       ,KYRGYZ SOM                    ,2021,11,20,84.7804,1
SOM       ,Kyrgyz Soms                   ,2021,11,20,84.7804,1
USD       ,UNITED STATES DOLLAR          ,2021,11,20,1,0.011795179
USD       ,United States Dollars         ,2021,11,20,1,0.011795179
SOM       ,KYRGYZ SOM                    ,2021,11,20,84.7804,1
SOM       ,Kyrgyz Soms                   ,2021,11,20,84.7804,1
AUD       ,Australia Dollars             ,2021,11,20,1.3816,0.016296219
USD       ,UNITED STATES DOLLAR          ,2021,11,20,1,0.011795179
USD       ,United States Dollars         ,2021,11,20,1,0.011795179
KZT       ,KAZAKHSTAN TENGE              ,2021,11,19,433.36,5.110377358
SOM       ,KYRGYZ SOM                    ,2021,11,19,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,11,19,84.8,1
RR        ,RUSSIAN RUBLES                ,2021,11,19,73.124,0.862311321
USD       ,UNITED STATES DOLLAR          ,2021,11,19,1,0.011792453
USD       ,United States Dollars         ,2021,11,19,1,0.011792453
CHF       ,Switzerland Francs            ,2021,11,19,0.9258,0.010917453
AUD       ,Australia Dollars             ,2021,11,19,1.3742,0.016205189
CHF       ,Switzerland Francs            ,2021,11,19,0.9258,0.010917453
CND       ,CANADIAN DOLLAR               ,2021,11,19,1.2604,0.014863208
CND       ,Canadian Dollars              ,2021,11,19,1.2604,0.014863208
EU        ,EURO                          ,2021,11,19,0.8796,0.010372642
CND       ,CANADIAN DOLLAR               ,2021,11,19,1.2604,0.014863208
CND       ,Canadian Dollars              ,2021,11,19,1.2604,0.014863208
GBP       ,BRITISH POUND                 ,2021,11,19,0.7408,0.008735849
EU        ,EURO                          ,2021,11,19,0.8796,0.010372642
KZT       ,KAZAKHSTAN TENGE              ,2021,11,19,433.36,5.110377358
GBP       ,BRITISH POUND                 ,2021,11,19,0.7408,0.008735849
RR        ,RUSSIAN RUBLES                ,2021,11,19,73.124,0.862311321
AUD       ,Australia Dollars             ,2021,11,19,1.3742,0.016205189
SOM       ,KYRGYZ SOM                    ,2021,11,19,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,11,19,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,11,19,1,0.011792453
USD       ,United States Dollars         ,2021,11,19,1,0.011792453
AUD       ,Australia Dollars             ,2021,11,18,1.3758,0.016224057
KZT       ,KAZAKHSTAN TENGE              ,2021,11,18,434.18,5.120705374
RR        ,RUSSIAN RUBLES                ,2021,11,18,72.612,0.856383663
GBP       ,BRITISH POUND                 ,2021,11,18,0.7413,0.008742869
RR        ,RUSSIAN RUBLES                ,2021,11,18,72.612,0.856383663
EU        ,EURO                          ,2021,11,18,0.8835,0.010419971
KZT       ,KAZAKHSTAN TENGE              ,2021,11,18,434.18,5.120705374
CND       ,CANADIAN DOLLAR               ,2021,11,18,1.2612,0.014874553
CND       ,Canadian Dollars              ,2021,11,18,1.2612,0.014874553
GBP       ,BRITISH POUND                 ,2021,11,18,0.7413,0.008742869
AUD       ,Australia Dollars             ,2021,11,18,1.3758,0.016224057
SOM       ,KYRGYZ SOM                    ,2021,11,18,84.7891,1
SOM       ,Kyrgyz Soms                   ,2021,11,18,84.7891,1
USD       ,UNITED STATES DOLLAR          ,2021,11,18,1,0.011793969
USD       ,United States Dollars         ,2021,11,18,1,0.011793969
CHF       ,Switzerland Francs            ,2021,11,18,0.9286,0.010951879
CND       ,CANADIAN DOLLAR               ,2021,11,18,1.2612,0.014874553
CND       ,Canadian Dollars              ,2021,11,18,1.2612,0.014874553
CHF       ,Switzerland Francs            ,2021,11,18,0.9286,0.010951879
EU        ,EURO                          ,2021,11,18,0.8835,0.010419971
SOM       ,KYRGYZ SOM                    ,2021,11,18,84.7891,1
SOM       ,Kyrgyz Soms                   ,2021,11,18,84.7891,1
USD       ,UNITED STATES DOLLAR          ,2021,11,18,1,0.011793969
USD       ,United States Dollars         ,2021,11,18,1,0.011793969
USD       ,UNITED STATES DOLLAR          ,2021,11,17,1,0.011792453
USD       ,United States Dollars         ,2021,11,17,1,0.011792453
KZT       ,KAZAKHSTAN TENGE              ,2021,11,17,432.02,5.094575472
RR        ,RUSSIAN RUBLES                ,2021,11,17,73.129,0.862370283
AUD       ,Australia Dollars             ,2021,11,17,1.3698,0.016153302
CHF       ,Switzerland Francs            ,2021,11,17,0.9304,0.010971698
AUD       ,Australia Dollars             ,2021,11,17,1.3698,0.016153302
CND       ,CANADIAN DOLLAR               ,2021,11,17,1.2567,0.014819575
CND       ,Canadian Dollars              ,2021,11,17,1.2567,0.014819575
CHF       ,Switzerland Francs            ,2021,11,17,0.9304,0.010971698
EU        ,EURO                          ,2021,11,17,0.8836,0.010419811
CND       ,CANADIAN DOLLAR               ,2021,11,17,1.2567,0.014819575
CND       ,Canadian Dollars              ,2021,11,17,1.2567,0.014819575
GBP       ,BRITISH POUND                 ,2021,11,17,0.7449,0.008784198
EU        ,EURO                          ,2021,11,17,0.8836,0.010419811
KZT       ,KAZAKHSTAN TENGE              ,2021,11,17,432.02,5.094575472
GBP       ,BRITISH POUND                 ,2021,11,17,0.7449,0.008784198
RR        ,RUSSIAN RUBLES                ,2021,11,17,73.129,0.862370283
SOM       ,KYRGYZ SOM                    ,2021,11,17,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,11,17,84.8,1
SOM       ,KYRGYZ SOM                    ,2021,11,17,84.8,1
SOM       ,Kyrgyz Soms                   ,2021,11,17,84.8,1
USD       ,UNITED STATES DOLLAR          ,2021,11,17,1,0.011792453
USD       ,United States Dollars         ,2021,11,17,1,0.011792453
SOM       ,KYRGYZ SOM                    ,2021,11,16,84.7909,1
SOM       ,Kyrgyz Soms                   ,2021,11,16,84.7909,1
USD       ,UNITED STATES DOLLAR          ,2021,11,16,1,0.011793718
USD       ,United States Dollars         ,2021,11,16,1,0.011793718
AUD       ,Australia Dollars             ,2021,11,16,1.3615,0.016057148
CHF       ,Switzerland Francs            ,2021,11,16,0.9254,0.010913907
AUD       ,Australia Dollars             ,2021,11,16,1.3615,0.016057148
CND       ,CANADIAN DOLLAR               ,2021,11,16,1.2514,0.014758659
CND       ,Canadian Dollars              ,2021,11,16,1.2514,0.014758659
CHF       ,Switzerland Francs            ,2021,11,16,0.9254,0.010913907
EU        ,EURO                          ,2021,11,16,0.8798,0.010376113
CND       ,CANADIAN DOLLAR               ,2021,11,16,1.2514,0.014758659
CND       ,Canadian Dollars              ,2021,11,16,1.2514,0.014758659
GBP       ,BRITISH POUND                 ,2021,11,16,0.7458,0.008795755
EU        ,EURO                          ,2021,11,16,0.8798,0.010376113
KZT       ,KAZAKHSTAN TENGE              ,2021,11,16,430.94,5.08238502
GBP       ,BRITISH POUND                 ,2021,11,16,0.7458,0.008795755
RR        ,RUSSIAN RUBLES                ,2021,11,16,72.505,0.855103555
KZT       ,KAZAKHSTAN TENGE              ,2021,11,16,430.94,5.08238502
SOM       ,KYRGYZ SOM                    ,2021,11,16,84.7909,1
SOM       ,Kyrgyz Soms                   ,2021,11,16,84.7909,1
RR        ,RUSSIAN RUBLES                ,2021,11,16,72.505,0.855103555
USD       ,UNITED STATES DOLLAR          ,2021,11,16,1,0.011793718
USD       ,United States Dollars         ,2021,11,16,1,0.011793718
RR        ,RUSSIAN RUBLES                ,2021,11,15,72.888,0.859704704
USD       ,UNITED STATES DOLLAR          ,2021,11,15,1,0.011794873
USD       ,United States Dollars         ,2021,11,15,1,0.011794873
EU        ,EURO                          ,2021,11,15,0.874,0.010308719
KZT       ,KAZAKHSTAN TENGE              ,2021,11,15,431.23,5.086303086
GBP       ,BRITISH POUND                 ,2021,11,15,0.7454,0.008791898
RR        ,RUSSIAN RUBLES                ,2021,11,15,72.888,0.859704704
KZT       ,KAZAKHSTAN TENGE              ,2021,11,15,431.23,5.086303086
SOM       ,KYRGYZ SOM                    ,2021,11,15,84.7826,1
SOM       ,Kyrgyz Soms                   ,2021,11,15,84.7826,1
CND       ,CANADIAN DOLLAR               ,2021,11,15,1.2546,0.014797848
CND       ,Canadian Dollars              ,2021,11,15,1.2546,0.014797848
GBP       ,BRITISH POUND                 ,2021,11,15,0.7454,0.008791898
SOM       ,KYRGYZ SOM                    ,2021,11,15,84.7826,1
SOM       ,Kyrgyz Soms                   ,2021,11,15,84.7826,1
USD       ,UNITED STATES DOLLAR          ,2021,11,15,1,0.011794873
USD       ,United States Dollars         ,2021,11,15,1,0.011794873
AUD       ,Australia Dollars             ,2021,11,15,1.3639,0.016087027
CHF       ,Switzerland Francs            ,2021,11,15,0.9212,0.010865437
AUD       ,Australia Dollars             ,2021,11,15,1.3639,0.016087027
CND       ,CANADIAN DOLLAR               ,2021,11,15,1.2546,0.014797848
CND       ,Canadian Dollars              ,2021,11,15,1.2546,0.014797848
CHF       ,Switzerland Francs            ,2021,11,15,0.9212,0.010865437
EU        ,EURO                          ,2021,11,15,0.874,0.010308719
